paper_id,title,abstract,date_published,url
549,Shortest-Path Motion,,1986-12-18,https://www.semanticscholar.org/paper/4ebe2a7b86327b5ccf85ba7d9f093ba8a9bb83aa,Foundations of Software Technology and Theoretical Computer Science
2197,Whose Gene Is It Anyway? The Effect of Preparation Purity on Neutrophil Transcriptome Studies,"Protocols for the isolation of neutrophils from whole blood often result in neutrophil preparations containing low numbers (~5%) of contaminating leukocytes, and it is possible that these contaminating cells contribute to highly sensitive assays that measure neutrophil gene expression (e.g. qPCR). We investigated the contribution of contaminating leukocytes on the transcriptome profile of human neutrophils following stimulation with inflammatory cytokines (GM-CSF, TNFα), using RNA-Seq. Neutrophils were isolated using Polymorphprep or the StemCell untouched neutrophil isolation kit (negative selection of “highly pure” neutrophils). The level of contamination was assessed by morphology and flow cytometry. The major source of contamination in Polymorphprep neutrophil preparations was from eosinophils and was highly donor dependent. Contaminating cells were largely, but not completely, absent in neutrophil suspensions prepared using negative selection, but the overall yield of neutrophils was decreased by around 50%. RNA-seq analysis identified only 25 genes that were significantly differentially-expressed between Polymorphprep and negatively-selected neutrophils across all three treatment groups (untreated, GM-CSF, TNFα). The expression levels of 34 cytokines/chemokines both before and after GM-CSF or TNFα treatment were not significantly different between neutrophil isolation methods and therefore not affected by contributions from non-neutrophil cell types. This work demonstrates that low numbers (<5%) of contaminating leukocytes in neutrophil preparations contribute very little to the overall gene expression profile of cytokine-stimulated neutrophils, and that protocols for the isolation of highly pure neutrophils result in significantly lower yields of cells which may hinder investigations where large numbers of cells are required or where volumes of blood are limited.",2015-09-24,https://www.semanticscholar.org/paper/8e0a74cd5105e724df473d62cdbc807e96f233c8,PLoS ONE
171,An Axiomatic Approach to Block Rewards,"Proof-of-work blockchains reward each miner for one completed block by an amount that is, in expectation, proportional to the number of hashes the miner contributed to the mining of the block. Is this proportional allocation rule optimal? And in what sense? And what other rules are possible? In particular, what are the desirable properties that any ""good"" allocation rule should satisfy? To answer these questions, we embark on an axiomatic theory of incentives in proof-of-work blockchains at the time scale of a single block. We consider desirable properties of allocation rules including: symmetry; budget balance (weak or strong); sybil-proofness; and various grades of collusion-proofness. We show that Bitcoin's proportional allocation rule is the unique allocation rule satisfying a certain system of properties, but this does not hold for slightly weaker sets of properties, or when the miners are not risk-neutral. We also point out that a rich class of allocation rules can be approximately implemented in a proof-of-work blockchain.",2019-09-23,https://www.semanticscholar.org/paper/55e75c05da175841cdf096d0584a6202ccf619ee,Conference on Advances in Financial Technologies
1619,Comment: A Discussion of “Nonparametric Bayes Modeling of Populations of Networks”,"Kucukelbir, A., Tran, D., Ranganath, R., Gelman, A., and Blei, D.M. (2017), “Automatic Differentiation Variational Inference,” Journal of Machine Learning Research, 18, 430–474. [1542] Ma, Y., Chen, T., and Fox, E. B. (2016), “A Complete Recipe for Stochastic Gradient MCMC,” in Advances in Neural Information Processing Systems (Vol. 28), pp. 2899–2907, Cambridge, MA: MIT Press. [1542] Ma, Y., Foti, N. J., and Fox, E. B. (2017), “Stochastic Gradient MCMC Methods for Hidden Markov Models,” in International Conference on Machine Learning, Proceedings of Machine Learning Research (Vol. 70), pp. 2265–2274. [1542] Neal, R. M. (2010), “MCMC Using Hamiltonian Dynamics,” Handbook of Markov Chain Monte Carlo, 54, 113–162. [1542] Rezende, D. J., Mohamed, S., and Wierstra, D. (2014), “Stochastic Backpropagation and Approximate Inference in Deep Generative Models,” in International Conference on Machine Learning. [1540] Tran, D., Kucukelbir, A., Dieng, A. B., Rudolph, M., Liang, D., and Blei, D. M. (2016), “Edward: A Library for Probabilistic Modeling, Inference, and Criticism,” arXiv preprint arXiv:1610.09787. [1540]",2017-10-02,https://www.semanticscholar.org/paper/163c48055cc2d26a1a1251c257ab55070794c07b,
2749,Interactive Multimedia Explanation for Equipment Maintenance and Repair,"We are developing COMET, an interactive system that generates multimedia explanations of how to operate, maintain, and repair equipment. Our research stresses the dynamic generation of the content and form of all material presented, addressing issues in the generation of text and graphics, and in coordinating text and graphics in an integrated presentation.",1990-06-24,https://www.semanticscholar.org/paper/9a1a9428af70ff258ca2ca42548d9c51f9a30a99,Human Language Technology - The Baltic Perspectiv
980,The Effects of Nonporous Silica Nanoparticles on Human Trabecular Meshwork Cells,,2018-07-13,https://www.semanticscholar.org/paper/a480b852aafaa574c287788e0e7f8afcaed2f291,
3560,Dynamic algorithm selection for runtime concepts,,2010-09-01,https://www.semanticscholar.org/paper/3fba9cbfd08e6cdeb0882be29a77bfc806aaaad1,Science of Computer Programming
1392,Status of CDMS search for dark matter WIMPs,"We report on the latest results from the CDMS (cryogenic dark matter search) experiment. The experiment uses superconducting particle detectors, operated below 100 mK, to search for dark matter in the form of weakly interacting massive elementary particles or WIMPs. These detectors are either Si or Ge crystals, where the electron-hole production and the phonon production are measured for each event, allowing the discrimination of electron recoils (most backgrounds due to gammas and betas) from nuclear recoils (due to WIMPs and neutrons). We have recently reported new limits from the Stanford shallow site experiment (CDMS-I) which explore supersymmetric models where the lightest supersymmetric particle is often an excellent WIMP candidate. We will also report on the Soudan deep site facility for the CDMS-II experiment which is under construction, and on the status of the CDMS-II detector fabrication.",2002-02-20,https://www.semanticscholar.org/paper/1a8000173e8f3d8efe4c293459dc3f4a5888082f,
3412,A Fast Distributed Stateless Algorithm for alpha-Fair Packing Problems,"Over the past two decades, fair resource allocation problems have received considerable attention in a variety of application areas. However, little progress has been made in the design of distributed algorithms with convergence guarantees for general and commonly used $\alpha$-fair allocations. In this paper, we study weighted $\alpha$-fair packing problems, that is, the problems of maximizing the objective functions (i) $\sum_j w_j x_j^{1-\alpha}/(1-\alpha)$ when $\alpha > 0$, $\alpha \neq 1$ and (ii) $\sum_j w_j \ln x_j$ when $\alpha = 1$, over linear constraints $Ax \leq b$, $x\geq 0$, where $w_j$ are positive weights and $A$ and $b$ are non-negative. We consider the distributed computation model that was used for packing linear programs and network utility maximization problems. Under this model, we provide a distributed algorithm for general $\alpha$ that converges to an $\varepsilon-$approximate solution in time (number of distributed iterations) that has an inverse polynomial dependence on the approximation parameter $\varepsilon$ and poly-logarithmic dependence on the problem size. This is the first distributed algorithm for weighted $\alpha-$fair packing with poly-logarithmic convergence in the input size. The algorithm uses simple local update rules and is stateless (namely, it allows asynchronous updates, is self-stabilizing, and allows incremental and local adjustments). We also obtain a number of structural results that characterize $\alpha-$fair allocations as the value of $\alpha$ is varied. These results deepen our understanding of fairness guarantees in $\alpha-$fair packing allocations, and also provide insight into the behavior of $\alpha-$fair allocations in the asymptotic cases $\alpha\rightarrow 0$, $\alpha \rightarrow 1$, and $\alpha \rightarrow \infty$.",2015-02-11,https://www.semanticscholar.org/paper/8d507b7f9bd9880134cdad1809cca22ada7a3faa,"International Colloquium on Automata, Languages and Programming"
2001,Manufacturing Intelligence to Forecast the Customer Order Behavior for Vendor Managed Inventory,,2012-05-01,https://www.semanticscholar.org/paper/85fce5c28a2e0770fd703ce95146fecf156b23ff,
2631,A menu interface for wearable computing,"We present a menu interface designed primarily for head-worn displays that have a small field-of-view. To support interaction with a hierarchical menu, we logically divide an absolute positioning device into finger-operated strip segments, which we use as one-dimensional scrolling devices. Our menu system is intended to make user interaction faster by not requiring constant visual feedback. This is preferable for interaction in which the visual user interface elements occupy only a small portion of the eye's entire field-of-view and in which navigating in menus with a pointer would be awkward and time-consuming. With our approach, it is even possible for the user to use peripheral vision for interaction, since there is no need to precisely position a small pointer on the screen. Thus, the user can maintain eye contact with others or keep his or her focus of attention on the environment while using a wearable device.",2002-10-07,https://www.semanticscholar.org/paper/5454925c64247189aae73eb94333ea19e15b12b8,"Proceedings. Sixth International Symposium on Wearable Computers,"
1379,A precision measurement of the mass of the top quark.,"The standard model of particle physics contains parameters--such as particle masses--whose origins are still unknown and which cannot be predicted, but whose values are constrained through their interactions. In particular, the masses of the top quark (M(t)) and W boson (M(W)) constrain the mass of the long-hypothesized, but thus far not observed, Higgs boson. A precise measurement of M(t) can therefore indicate where to look for the Higgs, and indeed whether the hypothesis of a standard model Higgs is consistent with experimental data. As top quarks are produced in pairs and decay in only about 10(-24) s into various final states, reconstructing their masses from their decay products is very challenging. Here we report a technique that extracts more information from each top-quark event and yields a greatly improved precision (of +/- 5.3 GeV/c2) when compared to previous measurements. When our new result is combined with our published measurement in a complementary decay mode and with the only other measurements available, the new world average for M(t) becomes 178.0 +/- 4.3 GeV/c2. As a result, the most likely Higgs mass increases from the experimentally excluded value of 96 to 117 GeV/c2, which is beyond current experimental sensitivity. The upper limit on the Higgs mass at the 95% confidence level is raised from 219 to 251 GeV/c2.",,https://www.semanticscholar.org/paper/e3ba7046752113f610952b9bc36f3b54b627bd56,Nature
1415,High-p(T) jets in p(p)over-bar collisions at root s=630 and 1800 GeV,,2001-08-01,https://www.semanticscholar.org/paper/d45207ce8fbc8b893375e772092d60ffaf321244,
3340,"An introduction to behavioural ecology (2nd edn): by J.R. Krebs and N.B. Davies, Blackwell Scientific Publications, 1987. £26.25 hbk, £12.80 pbk (ix + 389 pages) ISBN 0 632 01498 9",,1987-11-01,https://www.semanticscholar.org/paper/45f2947b4d8c87747ada083966b17e38c815a057,
878,"Pfaffian orientations, 0-1 permanents, and even cycles in directed graphs",,1989-09-01,https://www.semanticscholar.org/paper/4efb49c67ced92e20385af11db5cfd71bf3fe256,Discrete Applied Mathematics
1600,Noisin: Unbiased Regularization for Recurrent Neural Networks,"Recurrent neural networks (RNNs) are powerful models of sequential data. They have been successfully used in domains such as text and speech. However, RNNs are susceptible to overfitting; regularization is important. In this paper we develop Noisin, a new method for regularizing RNNs. Noisin injects random noise into the hidden states of the RNN and then maximizes the corresponding marginal likelihood of the data. We show how Noisin applies to any RNN and we study many different types of noise. Noisin is unbiased--it preserves the underlying RNN on average. We characterize how Noisin regularizes its RNN both theoretically and empirically. On language modeling benchmarks, Noisin improves over dropout by as much as 12.2% on the Penn Treebank and 9.4% on the Wikitext-2 dataset. We also compared the state-of-the-art language model of Yang et al. 2017, both with and without Noisin. On the Penn Treebank, the method with Noisin more quickly reaches state-of-the-art performance.",2018-05-03,https://www.semanticscholar.org/paper/672f28e2772b7d7895c5ce08ccd07eac3e60219e,International Conference on Machine Learning
160,Self-Attention Networks Can Process Bounded Hierarchical Languages,"Despite their impressive performance in NLP, self-attention networks were recently proved to be limited for processing formal languages with hierarchical structure, such as Dyck-k, the language consisting of well-nested parentheses of k types. This suggested that natural language can be approximated well with models that are too weak for formal languages, or that the role of hierarchy and recursion in natural language might be limited. We qualify this implication by proving that self-attention networks can process Dyck-(k, D), the subset of Dyck-k with depth bounded by D, which arguably better captures the bounded hierarchical structure of natural language. Specifically, we construct a hard-attention network with D+1 layers and O(log k) memory size (per token per layer) that recognizes Dyck-(k, D), and a soft-attention network with two layers and O(log k) memory size that generates Dyck-(k, D). Experiments show that self-attention networks trained on Dyck-(k, D) generalize to longer inputs with near-perfect accuracy, and also verify the theoretical memory advantage of self-attention networks over recurrent networks.",2021-05-24,https://www.semanticscholar.org/paper/b2186dd1ccc4b7adcf70c0cf7649c2c118e4ceea,Annual Meeting of the Association for Computational Linguistics
1918,Strategic capacity planning for smart production: Decision modeling under demand uncertainty,,2017-06-06,https://www.semanticscholar.org/paper/2626f5e6f8592c4baee9a17edc74105ba85bb654,Applied Soft Computing
1970,Hierarchical indices to detect equipment condition changes with high dimensional data for semiconductor manufacturing,,2014-10-01,https://www.semanticscholar.org/paper/debebc5cfdfeb3232bbf633eb352432c7478b53a,Journal of Intelligent Manufacturing
140,View planning and automated data acquisition for three‐dimensional modeling of complex sites,"Constructing highly detailed three‐dimensional (3‐D) models of large complex sites using range scanners can be a time‐consuming manual process. One of the main drawbacks is determining where to place the scanner to obtain complete coverage of a site. We have developed a system for automatic view planning called VuePlan. When combined with our mobile robot, AVENUE, we have a system that is capable of modeling large‐scale environments with minimal human intervention throughout both the planning and acquisition phases. The system proceeds in two distinct stages. In the initial phase, the system is given a two‐dimensional site footprint with which it plans a minimal set of sufficient and properly constrained covering views. We then use a 3‐D laser scanner to take scans at each of these views. When this planning system is combined with our mobile robot it automatically computes and executes a tour of these viewing locations and acquires them with the robot's onboard laser scanner. These initial scans serve as an approximate 3‐D model of the site. The planning software then enters a second phase in which it updates this model by using a voxel‐based occupancy procedure to plan the next best view (NBV). This NBV is acquired, and further NBVs are sequentially computed and acquired until an accurate and complete 3‐D model is obtained. A simulator tool that we developed has allowed us to test our entire view planning algorithm on simulated sites. We have also successfully used our two‐phase system to construct precise 3‐D models of real‐world sites located in New York City: Uris Hall on the campus of Columbia University and Fort Jay on Governors Island. © 2009 Wiley Periodicals, Inc.",,https://www.semanticscholar.org/paper/983d19a3b6559e487b6ed831a4631ca1a1bc1a37,J. Field Robotics
2565,LeafView: A User Interface for Automated Botanical Species Identification and Data Collection,"LeafView is a Tablet-PC–based user interface for automated identification of botanical species in the field, developed for the Columbia, University of Maryland and Smithsonian Electronic Field Guide Project. Leaf images are captured with a digital camera and wirelessly transferred to the tablet. A computer vision component developed by our colleagues finds the best set of matching species, and we present the results in a zoomable user interface. Samples are matched with existing species or marked unknown for further study. A history of collected samples along with collection context can be browsed for further study and comparison. The system has been field tested by Smithsonian botanists on Plummers Island, Maryland.",,https://www.semanticscholar.org/paper/03aaf836d2e83377535745ab9cf139e362ed1ed4,
3763,Anticipating the future by watching unlabeled video,"In many computer vision applications, machines will need to reason beyond the present, and predict the future. This task is challenging because it requires leveraging extensive commonsense knowledge of the world that is difficult to write down. We believe that a promising resource for efficiently obtaining this knowledge is through the massive amounts of readily available unlabeled video. In this paper, we present a large scale framework that capitalizes on temporal structure in unlabeled video to learn to anticipate both actions and objects in the future. The key idea behind our approach is that we can train deep networks to predict the visual representation of images in the future. We experimentally validate this idea on two challenging ""in the wild"" video datasets, and our results suggest that learning with unlabeled videos significantly helps forecast actions and anticipate objects.",2015-04-29,https://www.semanticscholar.org/paper/0fb3b63090f95af97723efe565893eb25ea9188c,arXiv.org
3008,A Secure and Formally Verified Linux KVM Hypervisor,"Commodity hypervisors are widely deployed to support virtual machines (VMs) on multiprocessor hardware. Their growing complexity poses a security risk. To enable formal verification over such a large codebase, we introduce microverification, a new approach that decomposes a commodity hypervisor into a small core and a set of untrusted services so that we can prove security properties of the entire hypervisor by verifying the core alone. To verify the multiprocessor hypervisor core, we introduce security-preserving layers to modularize the proof without hiding information leakage so we can prove each layer of the implementation refines its specification, and the top layer specification is refined by all layers of the core implementation. To verify commodity hypervisor features that require dynamically changing information flow, we introduce data oracles to mask intentional information flow. We can then prove noninterference at the top layer specification and guarantee the resulting security properties hold for the entire hypervisor implementation. Using microverification, we retrofitted the Linux KVM hypervisor with only modest modifications to its codebase. Using Coq, we proved that the hypervisor protects the confidentiality and integrity of VM data, while retaining KVM’s functionality and performance. Our work is the first machine-checked security proof for a commodity multiprocessor hypervisor.",2021-05-01,https://www.semanticscholar.org/paper/66537bf2100089307bb0baa0dc6df11a04c62531,IEEE Symposium on Security and Privacy
10,Sampling strategies for information extraction over the deep web,,2017-03-01,https://www.semanticscholar.org/paper/b358851d198a0fe1797bdcae52cf625c10b68986,Information Processing & Management
3180,Effects of a grazing permit market on pastoralist behavior and overgrazing in Kenya,"The success of market-based mechanisms in reducing conflicts and internalizing externalities depends on their ability to clarify property rights amongst heterogenous resource users. We investigate the effectiveness of novel markets in achieving their goals using the case study of grazing markets in Laikipia County, Kenya. In this system, sheep- and goat (shoat)- and cattle-rearing pastoralists negotiate land access for cattle with neighboring cattle ranchers. Using data on pastoralists’ livestock and contracting preferences and a model of pastoral herd management, we show that contracting for cattle grazing access on private property alters relative input shadow prices for grazing resources in communal pastoral lands, ultimately resulting in relieved cattle grazing pressure. However, the permitting process is less attractive to pastoralists who prefer rearing shoats instead of cattle. These shoat-rearing pastoralists instead fill some of the vacated space with shoats instead of purchasing permits themselves. This leakage offsets some of the conservation benefits arising from the contracting program and results in a greater share of shoats in the communal herd mix. Approximately 0.59 cows’ worth of free space persists on the commons per permit sold, indicating reduced grazing pressure, but this represents a small proportion (3.8%) of the total livestock in the system. The narrow introduction of the cattle-focused permit market and lack of strong management institutions on the commons dampen the permitting program’s conservation benefits, necessitating further interventions. Alleviating these factors and dramatically scaling up the program has the potential to turn the permitting system into a successful conservation tool.",2022-02-14,https://www.semanticscholar.org/paper/9757b6e25950c970ab1bbe8098901ff228dc24c7,Environmental Research Letters
3477,Introduction to algorithms. Chapter 16. 2nd Edition,,,https://www.semanticscholar.org/paper/88dc520fef31b16d8a4d491d85dfdb7d31c1deee,
3436,On distributing symmetric streaming computations,"A common approach for dealing with large data sets is to stream over the input in one pass, and perform computations using sublinear resources. For truly massive data sets, however, even making a single pass over the data is prohibitive. Therefore, streaming computations must be distribued over many machines. In practice, obtaining significant speedups using distributed computations has numerous challenges including synchronization, load balancing, overcoming processor failures, and data distribution. Successful Systems in practice such as Google's MapReduce and Apache's Hadoop address these problems by only allowing a certain class of highly distributable tasks defined by local computations that can be applied in any order to the input.
 The fundamental question that arises is: How does the class of computational tasks supported by these systems differ from the class for which streaming solutions exist?
 We introduce a simple algorithmic model for massive, unordered, distributed (mud) computation, as implemented by these systems. We show that in principle, mud algorithms are equivalent in power to symmetric streaming algorithms. More precisely, we show that any symmetric (order-invariant) function that can be computed by a steraming algorithm can also be computed by a mud algorithym, with comparable space and communication complexity. Our simulation uses Savitch's theorem and therefore has superpolynomial time complexity. We extend our simulation result to some natural classes of approximate and randomized steraming algorithms. We also give negative results, using communication complexity arguments to prove that extensions to private randomness, promise problems and indeterminate functions are impossible. We also introduce an extension of the mud model to multiple keys and multiple rounds.",2008-01-20,https://www.semanticscholar.org/paper/09d2f2521cff8614f5508f95db94356fe453cc5d,ACM-SIAM Symposium on Discrete Algorithms
2933,A New Distribution on the Simplex with Auto-Encoding Applications,"We construct a new distribution for the simplex using the Kumaraswamy distribution and an ordered stick-breaking process. We explore and develop the theoretical properties of this new distribution and prove that it exhibits symmetry under the same conditions as the well-known Dirichlet. Like the Dirichlet, the new distribution is adept at capturing sparsity but, unlike the Dirichlet, has an exact and closed form reparameterization--making it well suited for deep variational Bayesian modeling. We demonstrate the distribution's utility in a variety of semi-supervised auto-encoding tasks. In all cases, the resulting models achieve competitive performance commensurate with their simplicity, use of explicit probability models, and abstinence from adversarial training.",2019-05-28,https://www.semanticscholar.org/paper/5b79f76f26cc5bdfed0c5ac5ac3f34c6426ac8d3,Neural Information Processing Systems
2601,An evaluation of automatically generated briefings of patient status.,"We report on an evaluation of MAGIC, a system that automatically generates briefings of patient status after coronary bypass surgery, completed in the Cardio Thoracic Intensive Care Unit at New York Presbyterian Hospital. Through enhancements in system design, robustness and speed, we compared information obtained by nurses against two briefings, one automatically generated by MAGIC and one provided by physicians upon the patient's arrival to the ICU. Our results show that MAGIC and the physician briefing provide a substantial increase in the amount of information than is available prior to the patient's arrival and that the information MAGIC provides is accurate. In many aspects, MAGIC out-performs the physician briefing; information is reported earlier and is always available. We conclude that MAGIC provides the CT ICU staff early on with a better assessment of the patient's status than in current practice and allows them to better prepare for the patient's arrival.",,https://www.semanticscholar.org/paper/846dc901a3d0fdf79d604b1f48f93f18d1b974c7,
2830,Lack of Galectin-3 Drives Response to Paracoccidioides brasiliensis toward a Th2-Biased Immunity,"There is recent evidence that galectin-3 participates in immunity to infections, mostly by tuning cytokine production. We studied the balance of Th1/Th2 responses to P. brasiliensis experimental infection in the absence of galectin-3. The intermediate resistance to the fungal infection presented by C57BL/6 mice, associated with the development of a mixed type of immunity, was replaced with susceptibility to infection and a Th2-polarized immune response, in galectin-3-deficient (gal3−/−) mice. Such a response was associated with defective inflammatory and delayed type hypersensitivity (DTH) reactions, high IL-4 and GATA-3 expression and low nitric oxide production in the organs of infected animals. Gal3−/− macrophages exhibited higher TLR2 transcript levels and IL-10 production compared to wild-type macrophages after stimulation with P. brasiliensis antigens. We hypothesize that, during an in vivo P. brasiliensis infection, galectin-3 exerts its tuning role on immunity by interfering with the generation of regulatory macrophages, thus hindering the consequent Th2-polarized type of response.",2009-02-20,https://www.semanticscholar.org/paper/34c11fdb303daf9abe3228921665b3429b11a90f,PLoS ONE
2634,The AIL automated interface layout system,"We describe an automated layout system called AIL that generates the user interface for the PERSIVAL digital library project. AIL creates a layout based on a variety of content components and associated meta-data information provided by the PERSIVAL generation and retrieval modules. By leveraging semantic links between the content components, the layout that AIL provides is both context and user-model aware. In addition, AIL is capable of interacting intelligently with the natural language generation components of PERSIVAL to tailor the length of the text content for a given layout.",2002-01-13,https://www.semanticscholar.org/paper/94f39d5e80bbef400ba2acb339afe04a797d4e5f,International Conference on Intelligent User Interfaces
3017,Heterogeneous Multi-Mobile Computing,"As smartphones and tablets proliferate, there is a growing demand for multi-mobile computing, the ability to combine multiple mobile systems into more capable ones. We present M2, a system for multi-mobile computing that enables existing unmodified mobile apps to share and combine multiple devices, including cameras, displays, speakers, microphones, sensors, GPS, and input. M2 introduces a new data-centric approach that leverages higher-level device abstractions and hardware acceleration to efficiently share device data, not API calls. To support heterogeneous devices, M2 introduces device transformation, a new technique to mix and match different types of devices. Example transformations include combining multiple displays into a single larger display for better viewing, or substituting accelerometer for touchscreen input to provide a Nintendo Wii-like experience with existing mobile gaming apps. We have implemented M2 and show that it (1) operates across heterogeneous systems, including multiple versions of Android and iOS, (2) can enable unmodified Android apps to use multiple mobile devices in new and powerful ways, including supporting users with disabilities and better audio conferencing, and (3) can run apps across mobile systems with modest overhead and qualitative performance indistinguishable from using local device hardware.",2019-06-12,https://www.semanticscholar.org/paper/5beb9ed1dd02bcc0baa26d21a2b7568aec47901b,"ACM SIGMOBILE International Conference on Mobile Systems, Applications, and Services"
1211,Simultaneous measurement of the ratio R=B(t --> Wb)/B(t --> Wq) and the top-quark pair production cross section with the D0 detector at sqrt(s) = 1.96 TeV.,"We present the first simultaneous measurement of the ratio of branching fractions, R=B(t --> Wb)/B(t --> Wq), with q being a d, s, or b quark, and the top-quark pair production cross section sigma(tt[over]) in the lepton plus jets channel using 0.9 fb(-1) of pp[over] collision data at sqrt(s)=1.96 TeV collected with the D0 detector. We extract R and sigma(tt[over]) by analyzing samples of events with 0, 1, and > or =2 identified b jets. We measure R=0.97(+0.09)/(-0.08)(stat+syst) and sigma(tt[over])=8.18(+0.09)(-0.84)(stat+syst) +/- 0.50(lumi) pb, in agreement with the standard model prediction.",2008-01-08,https://www.semanticscholar.org/paper/46b09acf2ebed02ef3261ee33491138c83dbcd87,Physical Review Letters
2970,"Gene expression changes with age in skin, adipose tissue, blood and brain",,2013-07-01,https://www.semanticscholar.org/paper/083a1627e327721de3dc8b5818a351fd6b7939a4,Genome Biology
3243,"Vegetation, Wildlife, and Livestock Responses to Planned Grazing Management in an African Pastoral Landscape","Rangelands are vital for wildlife conservation and socio‐economic well‐being, but many face widespread degradation because in part of poor grazing management practices. Planned grazing management, typically involving time‐controlled rotational livestock grazing, is widely touted as a tool for promoting sustainable rangelands. However, real‐world assessments of its efficacy have been lacking in communal pastoral landscapes globally, and especially in Africa. We performed landscape‐scale assessment of the effects of planned grazing on selected vegetation, wildlife, and cattle attributes across wide‐ranging communally managed pastoral rangelands in northern Kenya. We found that planned grazing enhanced vegetation condition through a 17% increase in normalized difference vegetation index, 45–234% increases in herbaceous vegetation foliar cover, species richness and diversity, and a 70% reduction in plant basal gap. In addition, planned grazing increased the presence (44%) and species richness (53%) of wild ungulates and improved cattle weight gain (>71%) during dry periods when cattle were in relatively poor condition. These changes occurred relatively rapidly (within 5 years) and despite grazing incursion incidents and higher livestock stocking rates in planned grazing areas. These results demonstrate, for the first time in Africa, the positive effects of planned grazing implementation in communal pastoral rangelands. These improvements can have broad implications for biodiversity conservation and pastoral livelihoods. Copyright © 2017 John Wiley & Sons, Ltd.",2017-10-01,https://www.semanticscholar.org/paper/ed5e7c94119f34a41d41a58756fe7fa9289fe1ab,
1172,Measurement of dijet angular distributions at square root(s) = 1.96 TeV and searches for quark compositeness and extra spatial dimensions.,"We present the first measurement of dijet angular distributions in pp collisions at square root(s) = 1.96 TeV at the Fermilab Tevatron Collider. The measurement is based on a dataset corresponding to an integrated luminosity of 0.7 fb(-1) collected with the D0 detector. Dijet angular distributions have been measured over a range of dijet masses, from 0.25 TeV to above 1.1 TeV. The data are in good agreement with the predictions of perturbative QCD and are used to constrain new physics models including quark compositeness, large extra dimensions, and TeV(-1) scale extra dimensions. For all models considered, we set the most stringent direct limits to date.",,https://www.semanticscholar.org/paper/9ea51e0457f41ec5d1f0e8abc75fac913207e213,Physical Review Letters
863,Linear approximation of shortest superstrings,"We consider the following problem: given a collection of strings s1,…, sm, find the shortest string s such that each si appears as a substring (a consecutive block) of s. Although this problem is known to be NP-hard, a simple greedy procedure appears to do quite well and is routinely used in DNA sequencing and data compression practice, namely: repeatedly merge the pair of (distinct) strings with maximum overlap until only one string remains. Let n denote the length of the optimal superstring. A common conjecture states that the above greedy procedure produces a superstring of length O(n) (in fact, 2n), yet the only previous nontrivial bound known for any polynomial-time algorithm is a recent O(n log n) result.We show that the greedy algorithm does in fact achieve a constant factor approximation, proving an upper bound of 4n. Furthermore, we present a simple modified version of the greedy algorithm that we show produces a superstring of length at most 3n. We also show the superstring problem to be MAXSNP-hard, which implies that a polynomial-time approximation scheme for this problem is unlikely.",1991-01-03,https://www.semanticscholar.org/paper/94dc290720959e2f8f4314e1c119db19775038e5,Symposium on the Theory of Computing
1623,Hierarchical Implicit Models and Likelihood-Free Variational Inference,"Implicit probabilistic models are a flexible class of models defined by a simulation process for data. They form the basis for theories which encompass our understanding of the physical world. Despite this fundamental nature, the use of implicit models remains limited due to challenges in specifying complex latent structure in them, and in performing inferences in such models with large data sets. In this paper, we first introduce hierarchical implicit models (HIMs). HIMs combine the idea of implicit densities with hierarchical Bayesian modeling, thereby defining models via simulators of data with rich hidden structure. Next, we develop likelihood-free variational inference (LFVI), a scalable variational inference algorithm for HIMs. Key to LFVI is specifying a variational family that is also implicit. This matches the model's flexibility and allows for accurate approximation of the posterior. We demonstrate diverse applications: a large-scale physical simulator for predator-prey populations in ecology; a Bayesian generative adversarial network for discrete data; and a deep implicit model for text generation.",2017-02-28,https://www.semanticscholar.org/paper/375aa8e5ed444c6f83e2abeff8475f76833a0a2e,Neural Information Processing Systems
1182,Search for the associated production of a b quark and a neutral supersymmetric Higgs boson which decays to tau pairs,We report results from a search for production of a neutral Higgs boson in association with a $b$ quark. We search for Higgs decays to $\tau$ pairs with one $\tau$ subsequently decaying to a muon and the other to hadrons. The data correspond to 2.7fb$^{-1}$ of $\ppbar$ collisions recorded by the D0 detector at $\sqrt{s} = 1.96$TeV. The data are found to be consistent with background predictions. The result allows us to exclude a significant region of parameter space of the minimal supersymmetric model.,2009-12-05,https://www.semanticscholar.org/paper/c75fdbeba0d9bd82748ccbc7660aaa97bf56b5c1,
202,From Nash Equilibria to Chain Recurrent Sets: Solution Concepts and Topology,"Nash's universal existence theorem for his notion of equilibria was essentially an ingenious application of fixed point theorems, the most sophisticated result in his era's topology --- in fact, recent algorithmic work has established that Nash equilibria are in fact computationally equivalent to fixed points. Here, we shift focus to universal non-equilibrium solution concepts that arise from an important theorem in the topology of dynamical systems that was unavailable to Nash. This approach takes as input both a game and a learning dynamic, defined over mixed strategies. Nash equilibria are guaranteed to be fixed points of such dynamics; however, the system behavior is captured by a more general object that is known in dynamical systems theory as chain recurrent set. Informally, once we focus on this solution concept, every game behaves like a potential game with the dynamic converging to these states. We characterize this solution for simple benchmark games under replicator dynamics, arguably the best known evolutionary dynamic in game theory. For potential games it coincides with the notion of equilibrium; however, in simple zero sum games, it can cover the whole state space. We discuss numerous novel computational as well as structural, combinatorial questions that chain recurrence raises.",2016-01-14,https://www.semanticscholar.org/paper/77512cd92ad8a22e756835c74c51c7853ab2cd0e,Information Technology Convergence and Services
